Year,Institution number,Institution Name,Institution type,Region,Member year,Canadian dollar exchange rate,Rank in ARL investment index,ARL investment index value,Rank in ARL membership index,ARL membership index value,Volumes held,"Volumes added, gross","Volumes added, net",Volumes withdrawn,Monographs purchased,Current serials purchased,Current serials not purchased,Total current serials,Microforms,Government documents,Manuscripts and archives,Cartographic materials,Graphic materials,Sound recordings,Video and film,Computer files,Total interlibrary lending,Total interlibrary borrowing,Group presentations,Presentation participants,Reference queries,Initial circulation,Total circulation,Reserve circulation,Annual gate count,Professional staff,Support staff,Student assistants,Total prof. + support staff,Total prof. + support + student staff,Expenditures for monographs,Expenditures for serials,Expenditures for other materials,Misc. materials expenditures,Total materials expenditures,Expenditures for binding,Professional salaries & wages,Support staff salaries & wages,Student assistant wages,Total salaries & wages,Other operating expenditures,Total library expenditures,Total fulltime students,"Part-time students, undergraduate and graduate",Total fulltime graduate students,Part-time graduate students,Doctor's degrees awarded,Doctor's degree fields,Total teaching faculty,Expenditures for computer files,Expenditures for electronic serials,Total electronic resources expenditures,"Library expenditures for bibliographic utilities, networks, etc.","External expenditures for bibliographic utilities, networks, etc.",Expenditures for computer hardware and software,Expenditures for document delivery and interlibrary loans,Staffed service points,Library service hours,Titles held,Total university expenditures,Electronic books,One-time resource purchases,Ongoing resource purchases,Collection support,"Fringe benefits, dollar amount","Fringe benefits, official designated percent",Number of successful full-text article requests (journals),Number of regular searches (databases),Number of federated searches (databases)
2015,4600,MCMASTER,Canadian,Canada,1976,1.1739,101,-0.813566962,.,.,2272366,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10937,8511,253,8401,7767,92099,.,.,2422085,50,63,17,113,130,.,.,.,.,8880860.38,.,3200036.63,2906158.11,405963.88,6512158.62,1298064.57,16691083.57,26077,4040,3519,829,237,43,985,.,.,.,.,1920.95,.,.,.,.,2037725,.,596608,956676.89,7411130.42,513053.07,1799351.73,29,2996561,413463,.
2015,4650,MANITOBA,Canadian,Canada,1981,1.1739,83,-0.583683896,.,.,2966229,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7939,5644,1110,17187,103030,204651,.,.,1411411,63,110,14,173,187,.,.,.,.,8561972.06,.,5213133.15,4263973.93,485410.17,9962517.25,2231386.83,20755876.14,23861,5250,3042,706,135,54,1221,.,.,.,.,.,.,.,.,.,1540747,.,1129801,1484094.9,6384223.53,693653.63,2023966.27,20,2452774,2422021,9079
2015,4700,MARYLAND,State,South Atlantic,1962,1,40,-0.022380316,.,.,4655092,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24822,41807,982,19583,8638,139150,.,.,1841964,139,80,43,219,262,.,.,.,.,12157586,.,9501711,2957588,782329,13241628,3829209,29228423,32938,4762,7911,2643,672,83,3438,.,.,.,.,2141938,.,.,.,.,3940576,1763134901,1195620,2049642,9446320,661624,3585786,.,4081584,13454276,593532
2015,4800,MASSACHUSETTS,State,New England,1968,1,92,-0.680595169,.,.,4489647,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29948,34608,414,10304,.,85557,.,.,1423054,63,62,39,125,164,.,.,.,.,7808596,.,4942893,3038911,773898,8755702,2640171,19204469,22946,5689,2262,4121,297,49,1303,.,.,.,.,75000,.,.,.,.,3488589,1061031000,1672638,621893,6966265,220438,2347449,29.41,2217961,4516587,.
2015,4900,MIT,Private,New England,1932,1,62,-0.365629878,.,.,2986961,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27796,19261,455,9821,16327,112059,.,.,561457,87,64,14,151,165,.,.,.,.,10607727,.,7637601,2689743,412939,10740283,2233549,23581559,11106,213,6630,177,606,35,996,.,.,.,.,.,.,.,.,.,2304072,3111119000,600681,1754319,8382170,471238,2686054,26,5751014,3440740,43825514
2015,5000,MIAMI,Private,South Atlantic,1976,1,46,-0.142885262,.,.,3689785,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26845,9878,858,16278,47381,112121,.,.,1453144,84,103,52,187,239,.,.,.,.,13759290,.,6145070,3322399,549484,10016953,3461055,27237298,15501,1273,4882,619,886,63,1087,.,.,.,.,.,.,.,.,.,3242141,2684120928,877437,2454430,11036977,267883,3083914,27,1711274,639816,557156
2015,5100,MICHIGAN,State,East North Central,1932,1,5,2.490928759,.,.,13829825,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56653,53306,1584,38294,93957,572808,.,.,4592740,200,342,121,542,663,.,.,.,.,26349878,.,15646590,16457329,2105806,34209725,11157182,71716785,41101,2524,13706,1524,1606,123,4353,.,.,.,.,152682,.,.,.,.,9070706,6497563000,3054336,7535902,16836872,1977104,9999177,32,9760266,38304107,85813
2015,5200,MICHIGAN STATE,State,East North Central,1956,1,32,0.284329817,.,.,7125860,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64058,19272,960,28076,38128,144832,.,.,1652803,93,119,69,212,281,.,.,.,.,17354476,.,6824099,5656890,922696,13403685,3366238,34124399,44378,6580,9037,3135,1500,114,2799,.,.,.,.,.,.,.,.,.,7339706,2203615657,1966802,3799156,12877966,677354,300618,30,3423967,4454571,.
2015,5300,MINNESOTA,State,West North Central,1932,1,22,0.781514337,.,.,7781968,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,134538,34984,850,18452,27866,223757,.,.,1936117,130,152,75,282,357,.,.,.,.,18657568,.,9694565,8409519,1408802,19512886,4435536,42605990,38623,12524,9719,7077,1765,120,1942,.,.,.,.,564131,.,.,.,.,4129759,3002216917,632848,4209501,13655050,793017,5466109,34,6210267,8654267,5581329
2015,5400,MISSOURI,State,West North Central,1932,1,96,-0.747845219,.,.,4688239,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45110,40439,932,13650,17949,103695,.,.,1665015,49,99,34,148,182,.,.,.,.,8609587,.,3476085,3037390,529649,7043124,2355870,18008581,31286,4491,5108,2693,911,73,1434,.,.,.,.,.,.,.,.,.,3564736,2111260516,1410573,1250025,7009748,349814,2217267,35.37,3534902,3879202,.
2015,5500,NEBRASKA,State,West North Central,1932,1,94,-0.73599612,.,.,3796228,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31230,23761,427,10334,24571,91584,.,.,776297,50,91,36,141,177,.,.,.,.,8878520,.,3674810,3216312,625972,7517094,1687801,18083415,21342,3643,2682,2324,453,45,1321,.,.,.,.,.,.,.,.,.,2677520,1008342236,797644,1081789,7743941,52790,2050032,28.3,1312909,7754224,.
2015,5600,NEW MEXICO,State,Mountain,1979,1,60,-0.349182293,.,.,2687207,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23971,32208,1248,19610,14843,193145,.,.,1799602,52,121,50,173,223,.,.,.,.,10312298,.,4392091,4614615,825351,9832057,4826229,24970584,21201,7874,4755,2528,711,50,3438,.,.,.,.,2196806,.,.,.,.,4305218,1972179534,1670261,1092852,6882747,2336699,3002542,30,3601876,3510015,1529565
2015,5700,NEW YORK,Private,Middle Atlantic,1936,1,7,2.070692163,.,.,6491194,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23824,33897,1503,24512,85437,273101,.,.,2553995,267,146,93,413,506,.,.,.,.,28461040,.,18425492,6057263,1257561,25740316,7614711,61816067,39429,9284,14529,8081,1134,110,4554,.,.,.,.,.,.,.,.,.,5448177,5026117000,1933005,11059000,16438502,963538,7727919,35.4,11185963,5580995,0
2015,5800,NORTH CAROLINA,State,South Atlantic,1932,1,23,0.623895763,.,.,8217694,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44867,24064,1611,34510,78312,407118,.,.,3117403,141,168,85,309,394,.,.,.,.,16925464,.,9867445,7622493,1353656,18843594,4323322,40092380,24275,4860,6705,4080,1286,69,1707,.,.,.,.,.,.,.,.,.,5274478,3008647399,1542464,5048968,11620545,255951,5365435,22.74,4947044,9127976,694920
2015,5850,NORTH CAROLINA STATE,State,South Atlantic,1983,1,35,0.162455401,.,.,5120491,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20343,28025,667,20446,34318,118699,.,.,2346389,127,77,48,204,252,.,.,.,.,11981112,.,8459057,3275909,813732,12548698,8719131,33248941,26965,7024,5099,3385,591,63,1783,.,.,.,.,.,.,.,.,.,2683618,1348601157,920563,2540320,8256740,1184052,3555166,30,3285796,4932087,1342632
2015,5900,NORTHWESTERN,Private,East North Central,1932,1,28,0.332469208,.,.,6785609,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40359,44826,674,14094,17707,144561,.,.,1420832,132,125,90,257,347,.,.,.,.,16226193,.,9264167,5260502,588857,15113526,3439799,34779518,15442,4151,7063,3617,532,75,3170,.,.,.,.,.,.,.,.,.,6268575,2033333000,1306490,3843501,11827140,555552,3904743,27.2,4423602,938155,0
2015,6000,NOTRE DAME,Private,East North Central,1962,1,48,-0.158546296,.,.,4863271,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30801,32467,259,3362,24357,143918,.,.,1313436,106,107,24,213,237,.,.,.,.,12855465,.,7237985,3889470,420771,11548226,2541467,26945158,11992,187,3562,169,424,46,1119,.,.,.,.,.,.,.,.,.,3990566,1057690000,1072357,4823008,7770904,261553,3866508,27.1,.,.,.
2015,6050,OHIO,State,East North Central,1996,1,112,-1.10666339,.,.,3447949,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52889,40660,473,9708,11592,144033,.,.,1133808,46,45,30,91,121,.,.,.,.,5490939,.,2880484,1809871,514569,5204924,1572729,12268592,24511,14690,2850,2796,298,93,1160,.,.,.,.,666281,.,.,.,.,3248605,648139758,1063888,806722,4434868,249349,1800199,35.4,2017939,4148308,580070
2015,6100,OHIO STATE,State,East North Central,1932,1,15,1.05524011,.,.,9471622,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,102724,91075,1194,48801,19596,380312,.,.,4442403,131,159,118,290,408,.,.,.,.,18187920,.,10514427,6304891,1862178,18681496,11073781,47943197,56380,8804,9870,3555,1693,101,2844,.,.,.,.,1202507,.,.,.,.,6148515,5203887926,969531,4773915,12318762,1095243,5478805,37,4812366,7245684,40332
2015,6200,OKLAHOMA,State,West South Central,1962,1,51,-0.231806423,.,.,6160586,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58439,30393,1623,18861,34861,103670,.,.,1279343,95,72,74,167,241,.,.,.,.,14122222,.,5571897,1945069,1257409,8774375,2618355,25514952,24017,6940,5115,3711,650,77,2382,.,.,.,.,761026,.,.,.,.,4024666,905616000,1315450,1832225,11135343,1154654,2289846,35,2761071,11731086,1885671
2015,6300,OKLAHOMA STATE,State,West South Central,1962,1,93,-0.695391808,.,.,4216003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31440,16125,733,14402,23765,275236,.,.,1563312,63,68,45,131,176,.,.,.,.,8913802,.,4001559,2122542,940063,7064164,2797611,18775577,24743,12029,2418,3256,425,47,1327,.,.,.,.,513349,.,.,.,.,3768425,825515603,1718014,1331879,7328071,253852,2305414,41.68,2635670,7090190,687977
2015,6400,OREGON,State,Pacific,1962,1,89,-0.630183822,.,.,3423840,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62518,52044,837,15364,29993,142853,.,.,1680000,85,80,54,165,219,.,.,.,.,8298721,.,5565904,3498555,1248923,10313382,1220833,19832936,21585,2511,2912,625,320,43,1364,.,.,.,.,.,.,.,.,.,2699859,854592766,594428,1580813,6431791,286117,5169190,0,3327116,3167741,830923
2015,6430,OTTAWA,Canadian,Canada,2010,1.1739,61,-0.35047469,.,.,3813611,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15406,7103,628,16097,35731,193256,.,.,2034060,52,103,7,155,162,.,.,.,.,12918959.03,.,4159916.52,4726486.92,167156.49,9053559.93,2065503.02,24038021.98,35457,7215,5327,1277,238,50,1262,.,.,.,.,.,.,.,.,.,3068002,.,1206497,4129381.55,8774935.68,14641.79,2215450.21,23.25,2259077,892606,.
2015,6500,PENNSYLVANIA,Private,Middle Atlantic,1932,1,16,1.004507671,.,.,7544154,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87733,96765,1221,21811,6710,232790,.,.,1535084,137,172,92,309,401,.,.,.,.,19170669,.,10548266,8335490,1572714,20456470,6937122,46564261,21441,3365,11035,2223,1244,71,1996,.,.,.,.,495814,.,.,.,.,5649232,6723115000,1157801,4418082,14098805,653782,6562198,34.3,6924424,1970676,.
2015,6600,PENNSYLVANIA STATE,State,Middle Atlantic,1962,1,10,1.449478841,.,.,7966867,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76108,39870,2654,78203,62257,382631,.,.,7013015,212,329,50,541,591,.,.,.,.,20419886,.,12967794,13477731,556112,27001637,6746499,54168022,74124,16223,7217,6371,1015,115,6007,.,.,.,.,36480,.,.,.,.,6034462,4862977000,541864,4299452,15786528,333906,8954286,37.9,4186626,501672,0
2015,6700,PITTSBURGH,State,Middle Atlantic,1962,1,33,0.27744356,.,.,7222172,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46507,21974,1377,22911,54311,175898,.,.,2068239,105,139,55,244,299,.,.,.,.,16721806,.,7514320,4731834,790663,13036817,4263721,34022344,31235,3699,7589,2271,1135,98,1927,.,.,.,.,537277,.,.,.,.,5243600,1855412494,1368110,2609508,12938039,1174259,4465557,38.9,10038052,4104641,.
2015,6800,PRINCETON,Private,Middle Atlantic,1932,1,8,1.492181783,.,.,10159715,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47263,41669,878,18459,42831,212110,.,.,.,152,169,53,321,374,.,.,.,.,26673039,.,11988340,8024076,1335619,21348035,4937990,52959064,7972,0,2697,0,320,72,931,.,.,.,.,.,.,.,.,.,7272026,1541620000,1732373,11740915,13797481,1134643,5568287,28.2,.,.,.
2015,6900,PURDUE,State,East North Central,1956,1,44,-0.120974977,.,.,3720724,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29775,23582,893,19481,29618,60056,.,.,2697682,89,77,51,166,217,.,.,.,.,14430656,.,5534357,2525286,1014928,9074571,4092805,27598032,34653,5099,6234,3281,965,79,1730,.,.,.,.,357170,.,.,.,.,3238975,1633695271,1932612,1668704,12123335,638617,3160607,36,4783431,5846858,439527
2015,7000,QUEEN'S,Canadian,Canada,1976,1.1739,99,-0.778972318,.,.,3327933,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7146,4731,813,19618,12860,98283,.,.,.,43,69,16,112,128,.,.,.,.,9224393.05,.,3640235.97,2923220.89,295992.84,6859449.7,1032115.17,17115957.92,22475,3522,3956,422,200,35,773,.,.,.,.,.,.,.,.,.,2883109,.,775039,747223.78,7866311.44,610857.82,1614645.2,.,2587638,.,1692162
2015,7100,RICE,Private,West South Central,1971,1,85,-0.593952921,.,.,2881508,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17472,11056,249,2629,.,93232,.,.,565253,65,47,10,112,122,.,.,.,.,11820074,.,4362454,1324815,164205,5851474,1912639,19584187,6351,270,2479,216,176,30,641,.,.,.,.,.,.,.,.,.,2440291,626468000,129116,3970670,7375339,474065,1555251,27.3,.,.,.
2015,7200,ROCHESTER,Private,Middle Atlantic,1932,1,73,-0.508005659,.,.,4155153,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15141,18993,1000,15181,29060,131687,.,.,165180,91,55,37,146,183,.,.,.,.,10685436,.,5675095,1858130,556910,8090135,2543671,21319242,9436,1624,3494,1300,369,62,2061,.,.,.,.,.,.,.,.,.,3147480,3328762000,597681,2420519,8197589,67328,2392138,29,2288553,1055055,0
2015,7300,RUTGERS,State,Middle Atlantic,1956,1,25,0.489288783,.,.,5562045,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51857,53218,2466,29658,53720,189934,.,.,3396976,103,221,80,324,404,.,.,.,.,13030198,.,9799256,12807247,1321235,23927738,1955213,38913149,54180,12980,11836,8515,1541,94,4051,.,.,.,.,.,.,.,.,.,3234222,3022117000,704749,1305855,11647024,77319,8709530,40.45,2613288,10500670,235084990
2015,7370,SASKATCHEWAN,Canadian,Canada,1980,1.1739,72,-0.507755223,.,.,2696934,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5781,5361,532,10500,13965,93124,.,.,1920540,57,70,11,127,138,.,.,.,.,11509745.29,.,5047167.56,2977868.64,271851.09,8296887.3,1393684.3,21200316.89,18708,2244,2758,349,448,47,1012,.,.,.,.,.,.,.,.,.,2115019,.,527700,1441359.57,9702347.73,366037.99,1336545.7,.,2239424,.,.
2015,7400,SOUTH CAROLINA,State,South Atlantic,1975,1,67,-0.473930546,.,.,5594370,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17870,17877,2096,22417,71102,111906,.,.,1776315,77,87,97,164,261,.,.,.,.,9545577,.,4981266,3064791,666284,8712341,4364256,22622174,28903,4068,6907,2382,710,69,1502,.,.,.,.,.,.,.,.,.,2836157,970136051,525447,919213,8296181,330183,2710946,33,1865147,7210388,906233
2015,7500,SOUTHERN CALIFORNIA,Private,Pacific,1962,1,18,0.973898246,.,.,5874665,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28067,15831,1522,34004,90097,130322,.,.,3534652,141,92,88,233,321,.,.,.,.,20091540,.,11032909,6063126,1636757,18732792,6648814,45473146,36452,6001,18395,5319,1538,204,2184,.,.,.,.,10475,.,.,.,.,4235760,3980355000,1340086,3179573,16593494,318473,5731350,33.5,4372198,95879744,134391
2015,7600,SOUTHERN ILLINOIS,State,East North Central,1967,1,110,-1.081864483,.,.,3358777,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37762,31138,1275,13096,55260,129615,.,.,2113750,41,59,32,100,132,.,.,.,.,6863138,.,2384107,1874532,629678,4888317,639060,12390515,14606,3383,2733,1795,347,34,829,.,.,.,.,53794,.,.,.,.,2432696,804402190,285320,676825,5740895,445418,2155094,55,843209,920628,0
2015,7800,SUNY-ALBANY,State,Middle Atlantic,1975,1,109,-1.04473038,.,.,2609878,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14116,34032,404,6698,46592,93660,.,.,1462558,60,32,24,92,116,.,.,.,.,6155188,.,4178337,1296253,419130,5893720,812063,12860971,12927,4353,2218,2135,170,38,606,.,.,.,.,137764,.,.,.,.,1675679,543009548,342263,837802,5171418,145968,3351169,56.86,1159367,2719787,55273734
2015,7900,SUNY-BUFFALO,State,Middle Atlantic,1967,1,82,-0.56589365,.,.,4161150,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24436,28235,615,20140,24854,122122,.,.,3695909,87,39,40,126,166,.,.,.,.,9421978,.,6906707,1755161,656939,9318807,1546690,20287475,24580,5364,6416,3699,956,94,1237,.,.,.,.,38394,.,.,.,.,3088499,1040215629,744865,1105630,8244933,71415,4632367,53.48,2733228,4978589,45870
2015,8000,SUNY-STONY BROOK,State,Middle Atlantic,1975,1,102,-0.884918932,.,.,2223047,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18403,9470,542,8396,14707,60333,.,.,2194057,81,0,21,81,102,.,.,.,.,8680624,.,5226646,0,363935,5590581,490916,14762121,20640,3967,5255,2872,600,50,1533,.,.,.,.,35217,.,.,.,.,2007416,2323244463,347302,735284,7684961,260379,.,0,1979684,5339894,130829440
2015,8100,SYRACUSE,Private,Middle Atlantic,1962,1,75,-0.508926489,.,.,4787834,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28534,15826,627,11072,27984,93712,.,.,1275449,67,95,24,162,186,.,.,.,.,10269442,.,4928417,3696302,380346,9005065,2401658,21676165,19356,2136,4824,1444,155,58,1058,.,.,.,.,.,.,.,.,.,3417015,876249740,356185,2101477,7869537,298428,3387249,40.5,967343,16266562,4715
2015,8200,TEMPLE,State,Middle Atlantic,1962,1,66,-0.462785913,.,.,4649306,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22563,24470,1585,38525,33138,164185,.,.,2557899,71,62,46,133,179,.,.,.,.,11084508,.,5155340,1969849,802835,7928024,3202643,22215175,31928,5860,6818,2562,1161,59,2089,.,.,.,.,.,.,.,.,.,3515878,2818907000,944928,1577560,9204838,302110,2198519,29.9,2475124,8625070,0
2015,8300,TENNESSEE,State,East South Central,1962,1,45,-0.126265511,.,.,3752543,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41044,14567,1049,25200,42044,222585,.,.,2087299,103,112,33,215,248,.,.,.,.,14553749,.,6459488,3632933,608153,10700574,1921336,27175659,26737,3649,6400,2322,1141,66,1771,.,.,.,.,14082,.,.,.,.,2674798,1194401634,783633,1856904,12329969,366876,2487562,35,3596672,4580285,2036997
2015,8400,TEXAS,State,West South Central,1932,1,12,1.308402343,.,.,11474528,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42469,31569,1287,26351,82121,302061,.,.,2844434,140,223,117,363,480,.,.,.,.,22256243,.,10392677,9534018,1742746,21669441,7527709,51453393,46695,4618,10386,1404,1380,91,2461,.,.,.,.,.,.,.,.,.,7317667,2559511752,1247816,10237118,11568240,450885,4714046,32,4885474,2677842,2264657
2015,8500,TEXAS A&M,State,West South Central,1962,1,13,1.18698651,.,.,5410931,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43255,53186,1227,49947,80092,893376,.,.,3808000,155,112,52,267,319,.,.,.,.,27125921,.,9949503,4068383,951468,14969354,5270012,47365287,55915,8458,11896,2392,1462,92,3492,.,.,.,.,1946471,.,.,.,.,4212226,2807502613,1602184,3594609,20449173,3082139,433972,18,4926760,43200070,58307607
2015,8550,TEXAS TECH,State,West South Central,1997,1,42,-0.029217727,.,.,3532446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33115,44732,2985,25541,119020,135051,.,.,1839484,105,142,64,247,311,.,.,.,.,14080160,.,6011237,4922802,936940,11870979,3448862,29400001,33628,6461,6801,3189,554,68,2397,.,.,.,.,54750,.,.,.,.,1163833,821509685,700020,1909019,11989367,181774,3450375,29,3230038,21520651,31141741
2015,8600,TORONTO,Canadian,Canada,1932,1.1739,4,2.525068592,.,.,14043708,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31166,8363,2227,53999,170653,663318,.,.,6647730,224,299,127,523,650,.,.,.,.,26790301.56,.,16376476.7,13676579.78,3819997.44,33873053.92,11347935.09,72011290.57,74232,7961,15187,1487,858,96,2487,.,.,.,.,.,.,.,.,.,8265635,.,1944912,10248041.57,16152571.77,389688.22,8013072.66,24.75,.,.,.
2015,8700,TULANE,Private,West South Central,1967,1,84,-0.585894808,.,.,4519565,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13007,9800,519,10592,16227,81430,.,.,553689,51,79,41,130,171,.,.,.,.,12114438,.,3522439,2525649,238647,6286735,1478801,19879974,14368,2469,7011,882,830,54,1125,.,.,.,.,222640,.,.,.,.,3064278,859277000,984362,2501675,8864439,748324,1353131,23,1896591,5763559,2213740
2015,8800,UTAH,State,Mountain,1962,1,57,-0.309459002,.,.,3892019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34219,21046,1507,20592,81695,163346,.,.,1781344,73,151,87,224,311,.,.,.,.,9410236,.,4946891,6164289,1406434,12517614,4001193,25929043,23332,8521,6195,1751,889,77,1444,.,.,.,.,1709382,.,.,.,.,3486897,3735900000,461604,2409625,6652037,348574,4838337,37,2722793,7495733,0
2015,8850,VANDERBILT,Private,East South Central,1946,1,54,-0.294638317,.,.,4737336,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20513,21524,686,14983,14479,131859,.,.,1515107,87,78,19,165,184,.,.,.,.,12788715,.,6147324,2768537,512473,9428334,2387624,24604673,11872,814,5094,741,718,58,3408,.,.,.,.,.,.,.,.,.,4007008,3933142485,1680944,1148674,11493821,146220,2242655,26,2380920,40423290,21734
2015,8900,VIRGINIA,State,South Atlantic,1932,1,29,0.331708395,.,.,5821710,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27060,30617,1837,25896,67500,230668,.,.,2395234,172,106,45,278,323,.,.,.,.,13809501,.,11797937,4413947,1023971,17235855,3878675,34924031,21640,2092,6018,1231,889,54,1347,.,.,.,.,932873,.,.,.,.,5407928,2815575207,521356,3677147,9814835,317519,6439835,27.7,.,2392849,.
2015,9000,VIRGINIA TECH,State,South Atlantic,1976,1,87,-0.606516665,.,.,3092871,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16401,35987,638,11330,13137,121155,.,.,1107677,72,71,36,143,179,.,.,.,.,9378634,.,4000915,2902682,410384,7313981,3663336,20355951,28671,2720,4819,2158,635,54,2135,.,.,.,.,743371,.,.,.,.,2547238,1278963580,1018307,1593198,7059005,726431,2518904,28.5,2597288,5801794,699912
2015,9100,WASHINGTON,State,Pacific,1932,1,17,0.995808383,.,.,9761357,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48011,63763,1488,34822,64169,305656,.,.,5741553,190,156,95,346,441,.,.,.,.,18005455,.,12974272,6751165,1929502,21654939,6455128,46115522,46859,7304,12116,3221,1400,114,3999,.,.,.,.,459864,.,.,.,.,5682021,4747225369,833635,4560278,11804078,1641099,5814789,28.7,6095066,12528363,.
2015,9200,WASHINGTON STATE,State,Pacific,1962,1,108,-1.014800841,.,.,2987784,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35741,26440,1140,27465,15700,75063,.,.,1337513,43,70,26,113,139,.,.,.,.,6627312,.,2690595,2787738,573079,6051412,1033564,13712288,24243,4443,3400,1419,260,48,1285,.,.,.,.,32041,.,.,.,.,2593306,1071701019,625481,738041,5882855,6416,1828498,.,1680010,3028976,1443298
2015,9300,WASHINGTON U.-ST. LOUIS,Private,West North Central,1932,1,41,-0.027326299,.,.,5365825,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41464,36533,984,9615,59689,134003,.,.,1142054,104,94,43,198,241,.,.,.,.,15217386,.,6765111,3095170,555602,10415883,3156999,28790268,12319,2029,5633,1314,292,45,1940,.,.,.,.,2730,.,.,.,.,4253864,2508882000,1736664,2528172,12481121,208093,3552200,30,4806389,2897199,229345
2015,9350,WATERLOO,Canadian,Canada,1984,1.1739,104,-0.900753134,.,.,2437184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19188,24702,316,11438,16173,104143,.,.,2546226,39,88,30,127,157,.,.,.,.,7240020.44,.,2768974.36,3450525.6,844390.49,7063890.45,1407021.04,15710931.94,33670,2562,4047,1196,303,63,1174,.,.,.,.,.,.,.,.,.,2277948,.,437357,540864.64,6611061.42,88094.39,1598042.42,.,2874110,2718195,14665
2015,9400,WAYNE STATE,State,East North Central,1962,1,88,-0.626925883,.,.,3063124,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22131,22721,318,6821,20763,29445,.,.,1539492,96,40,69,136,205,.,.,.,.,9598799,.,5774776,982461,846967,7604204,2146417,19349420,17837,9741,5807,3424,810,58,1038,.,.,.,.,.,.,.,.,.,2666865,855906020,1019509,341780,8996141,260878,2440995,26.6,840139,6127802,240850
2015,9500,WESTERN,Canadian,Canada,1976,1.1739,70,-0.489616914,.,.,5340608,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10415,7801,414,10420,20425,185330,.,.,2195300,71,89,16,160,176,.,.,.,.,12439673.74,.,4482526.62,3366666.67,310844.19,8160037.48,776610.44,21376321.66,27995,2398,5227,419,349,50,1391,.,.,.,.,.,.,.,.,.,4042399,.,1449444,1715637.62,9972307.69,751728.43,2160922.57,27.5,.,.,.
2015,9600,WISCONSIN,State,East North Central,1932,1,24,0.55998151,.,.,9535953,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,108064,66959,1769,31430,.,306317,.,.,3500000,202,118,108,320,428,.,.,.,.,13117178,.,13601347,4291304,2031388,19924039,6117181,39158398,38149,4449,9843,2061,1494,116,3324,.,.,.,.,394474,.,.,.,.,7360220,2535761218,1252923,3370347,9336077,410754,6867832,34,6245106,21730572,2009553
